position,description,certificate,company,city,sks,period,link,start_intern,end_intern,start_regis,end_regis
Software Developer,Affiliate Apps,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/15240a4d-a808-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Software Developer ,Gamified Smart Learning System,Bersertifikat,Studycle ,Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/caa55a6f-0f5a-4ede-a08f-d75ac2a1fb71/b6e94216-a967-11eb-b34d-7e0867a6abdb,23 Aug 2021,14 Jan 2022,21 Jun 2021,30 Jul 2021
Software Engineer,-,Bersertifikat,Tokopedia ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e3a5996a-6880-4dcd-ac4f-19e4665228f8/f50a3041-a57b-11eb-8111-3ad4ca063f4f,01 Jun 2021,31 Dec 2021,03 May 2021,14 May 2021
Software Engineer,-,Bersertifikat,Paragon Technology and Innovation ,Kota Tangerang,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/9d99a1bd-a903-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,29 Apr 2021,31 May 2021
Software Engineer ,B2B2C E-COMMERCE SOFTWARE AS A SERVICE,Bersertifikat,Suitmedia ,Work From Home (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b/ff7a18e9-a986-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,01 Jun 2021,30 Jun 2021
Software Quality Assurance,Aplikasi Channel Management,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/62c13241-a7f9-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Software Quality Assurance,Performance Management System,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/99a4621a-a7ee-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Solution Architect Officer,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/f9bb2b26-a944-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Solution Developer - ICT ,First Journey to Become ASSA SPEED Racers!,Bersertifikat,ASSA ,Kota Jakarta Utara,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/631c1888-6d99-43db-bfff-086dafc150c3/1e1c8c63-a978-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,12 Jun 2021,31 Jul 2021
Sortation Interns,Program Magang Lazada Logistics Indonesia [Goro Sortation],Bersertifikat,Lazada ,Kota Jakarta Utara,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/30dcc4fb-a9d5-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Sourcing and Supplier Collaboration (Procurement),-,Bersertifikat,Paragon Technology and Innovation ,Kota Tangerang,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/3a1fdfcd-a964-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Sourcing Intern,"Budidaya Serai Wangi dan Jahe Merah PT Bintang Toedjoe site Ciganea, Purwakarta",Bersertifikat,Kalbe ,Kab. Purwakarta,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/914ffa8c-a973-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Special Project Cultivation Support – West / East ,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/7fb826b0-aed8-11eb-835e-f64c0e044e56,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Sponsorship Intern,InternAtCampaign - Engagement and Communication,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/8012f879-adbb-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Statistician,Statistik Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/4dd340a4-a9aa-11eb-87b2-c2c15332c25a,23 Aug 2021,17 Dec 2021,07 Jun 2021,23 Jul 2021
Steam Power Plant Operator and Technician,Power Plant Operation And Maintenance Personnel Development Program,Bersertifikat,PT IP ,Unit Kerja IP (detil Unit Kerja pada proposal),20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f76fba8d-e037-411b-abf8-b048c60e2e5b/487170a2-a999-11eb-87b2-c2c15332c25a,23 Aug 2021,22 Feb 2022,28 Jun 2021,31 Jul 2021
Storyboard Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/eb8efa2b-a8b9-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
" Strategic and Corporate Enabler: Researcher, Data Analyst ",Proyek/ Riset Bank Indonesia,Bersertifikat,Kampus Merdeka Bank Indonesia (KMBI) ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2442434-987b-4f9b-b5c0-6484f5d82530/af2b8d2c-ad4a-11eb-87b2-c2c15332c25a,16 Aug 2021,17 Jan 2022,15 Jun 2021,15 Jul 2021
  Strategic Development & Communication Support ,People Transformation Project,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/943e8dbc-a8ec-11eb-b34d-7e0867a6abdb,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
Strategic Partnership,Teman Literasi Perpustakaan,Bersertifikat,Semua Murid Semua Guru ,"Jawa Timur, Jawa Barat, Sulawesi Barat",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/b8eca35e-a9c7-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Strategic Partnerships Marketing Intern,Program Magang Lazada Indonesia Marketing Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/37109d60-a979-11eb-87b2-c2c15332c25a,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Strategy and Forecasting Intern (Corporate Real Estate Management) ,-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/f29ace1b-a966-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Strategy & Operation Planning Interns,Program Magang Lazada Logistics Indonesia [Goro Sortation],Bersertifikat,Lazada ,Kota Jakarta Utara,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/194bcf85-a9d0-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Supply Chain Analyst,Manajemen Kewirausahaan Sosial dan Platform Digital Manajemen Rantai Pasok Usaha Bagi UMKM,Bersertifikat,Krealogi ,Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/267f61ac-7e45-46c4-8bbb-a52a8cc4babc/dd038218-98d0-11eb-8dc9-d67539a46681,02 Aug 2021,24 Dec 2021,02 Jun 2021,05 Jul 2021
Supply Chain Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/8ed870f2-a888-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Supply Chain Intern,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/f784d10a-aecc-11eb-916a-fec524a7507d,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Sustainability Internship ( Finance),Sustainable Sourcing in KN Procurement,Bersertifikat,Kalbe ,cikampek,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/df257a18-a9c3-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Sustainability Internship (International Relationship),Sustainable Sourcing in KN Procurement,Bersertifikat,Kalbe ,cikampek,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/06e386f0-a9c3-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Sustainability Internship ( Teknologi Industri),Sustainable Sourcing in KN Procurement,Bersertifikat,Kalbe ,cikampek,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/eebfcd86-a9c0-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Sustainability Internship (teknologi Pangan),Sustainable Sourcing in KN Procurement,Bersertifikat,Kalbe ,cikampek,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/c2121a66-a9be-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
System Administrator,Information Technology,Bersertifikat,Great Giant Foods ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50272b57-a61e-400b-a651-a8964e0faf38/14a0ef90-a990-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,03 May 2021,26 Jul 2021
System Analyst,B2B2C E-COMMERCE SOFTWARE AS A SERVICE,Bersertifikat,Suitmedia ,Work From Home (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b/a596082e-a98b-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,01 Jun 2021,30 Jun 2021
System Analyst,Program Magang & Independent Studies by Lumintu Logic,Bersertifikat,Lumintu Logic ,Yogyakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9f9081d8-c2d2-473e-9fcf-25f3061c04ea/e51bba1d-a764-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
System Analyst,Digitalisasi Logbook Warehouse,Bersertifikat,Kalbe ,Kota Jakarta Timur,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/926bd2e3-a9b4-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
System Analyst,Integrated Learning Management System for Corporate Innovation,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/dcc7260c-b917-11eb-853a-f6312500852e,01 Jul 2021,31 Dec 2021,15 Jun 2021,30 Jun 2021
System Analyst,Pengembangan inovasi aplikasi smart city dan smart enterprise,Bersertifikat,Citiasia Inc. ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/cf21bb23-a968-11eb-b34d-7e0867a6abdb,28 Jun 2021,24 Dec 2021,14 Jun 2021,27 Jun 2021
System Developer Internship,Pengembangan system informasi untuk membuat proses sistemisasi yang komprehensif.,Bersertifikat,Kalbe ,Kab. Karawang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/7f3a0aee-a994-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Talent Acquisition,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/f8975ddb-aec9-11eb-835e-f64c0e044e56,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Talent Acquisition,-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/0309e184-a965-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Talent Acquisition,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/40062ff5-a944-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Talent & Career ,Human Resources Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/97012a66-a99f-11eb-b34d-7e0867a6abdb,23 Aug 2021,17 Dec 2021,07 Jun 2021,23 Jul 2021
Talent Development Member,TED-X : Talent Enhancement & Development Xperience,Bersertifikat,Blibli.com ,Kota Jakarta Pusat,20 SKS , 12 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/508a13b3-ad8d-410d-8c64-8e1e9c154cf8/d5f9203d-a9c0-11eb-87b2-c2c15332c25a,23 Aug 2021,19 Aug 2022,07 Jun 2021,23 Jul 2021
Talent Management,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/b100b5ca-a93b-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Talent Management Internship,HR 4.0 : Modifikasi e-learning di HO & Manufacturing serta Integrasi Data Talent Management,Bersertifikat,Kalbe ,Sunter & Cikampek,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/40598a4e-a9ac-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Teacher's Community Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/b71df37b-a8c3-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Teacher's Growth,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/0534cbcc-a8c4-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Tech (Developer & PM),Shopee Apprentice Program,Bersertifikat,Shopee ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/10ad2646-1ac9-423e-bb37-fe2cc73e780d/e4f5bc62-a960-11eb-87b2-c2c15332c25a,01 Jul 2021,30 Dec 2021,01 Jun 2021,30 Jun 2021
Technology & Product Management Interns,Program Magang Lazada Indonesia Technology & Product Management (TPM) Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/8d72d1c9-a99f-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Tech Security Officer,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/68867082-a940-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Teknik Industri,Campus Marketplace,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/f03abcc5-a8b6-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Teknisi Pangan ,Pengembangan Produk Baru Granola Tempe,Bersertifikat,Kalbe ,Kab. Karawang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/8561d607-a9b1-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Teknologi Informasi,Development Content Management System Web Based - KlikDokter,Bersertifikat,Kalbe ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/1f9f5945-acac-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,31 Jul 2021
Teknologi Informasi,Teman Literasi Perpustakaan,Bersertifikat,Semua Murid Semua Guru ,"Jawa Timur, Jawa Barat, Sulawesi Barat",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/1ff5ccec-a9c8-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Teknologi Informasi,Development Content Management System Web Based - HalloBumil,Bersertifikat,Kalbe ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/683e7662-acad-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,31 Jul 2021
Teknologi Informatika,Migrasi Aplikasi Klikdiabetes ke Native Apps (KF - MKT2),Bersertifikat,Kalbe ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/c4ede830-ac9e-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,01 Jul 2021,31 Jul 2021
Teknologi Informatika / Sistem Informasi,KlikDokter Health Community Ecosystem,Bersertifikat,Kalbe ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/1d8b2e78-ac88-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,31 Jul 2021
Teknologi Pendidikan,Pengembangan Program Vokasi Alfa Class,Bersertifikat,Alfamidi ,Kota Tangerang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0948c9f3-2059-465a-b344-f12f1a66077d/90d2fd3e-a959-11eb-87b2-c2c15332c25a,02 Aug 2021,25 Feb 2022,23 Jun 2021,23 Jul 2021
Teknology manufacture Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/a86b33f8-a98f-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Test Management (intern),Testing Management,Bersertifikat,Bank CIMB Niaga ,CIMB Niaga Bintaro (WFO/WFH),20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/c951be58-a96b-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,15 Jun 2021,31 Jul 2021
Tim Growth Hacking DigiExpert,Growth Hacking DigiExpert,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/1568ee6a-a9bd-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,31 Jul 2021
Tim Growth Hacking DigiLearn,Growth Hacking DigiLearn,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/dc6658ce-a9be-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,31 Jul 2021
Tim Pembuatan Video Animasi untuk DigiLearn,Pembuatan Video Animasi untuk DigiLearn,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/58b07170-a9c4-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,31 Jul 2021
Tim Pengembangan Platform DigiCorpu Fase-2,Pengembangan Platform DigiCorpu Fase-2,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/1146ed2c-a9c3-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,31 Jul 2021
Tim Pengembang bisnis plan,Live Learning Place Base,Bersertifikat,Semua Murid Semua Guru ,"Purwakarta, Jawa Barat",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/c03c26e7-a9a8-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Tim pengembang model wisata belajar,Live Learning Place Base,Bersertifikat,Semua Murid Semua Guru ,"Purwakarta, Jawa Barat",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/9dea3561-a9a8-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Tim riset potensi desa,Live Learning Place Base,Bersertifikat,Semua Murid Semua Guru ,"Purwakarta, Jawa Barat",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/c733ef73-a9a6-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Tim teknologi tepat guna,Live Learning Place Base,Bersertifikat,Semua Murid Semua Guru ,"Purwakarta, Jawa Barat",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/3d06196a-a9a9-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Trade Procurement (Fresh),-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/e1762730-aed3-11eb-916a-fec524a7507d,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Trade Procurement (Groceries),-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/94f32ef5-aed4-11eb-835e-f64c0e044e56,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Training Analyst,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/d966eacd-aec6-11eb-835e-f64c0e044e56,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Training and Development Officer (Internship),Training and Development Internship Program,Bersertifikat,Sanofi Indonesia  ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c18178fa-4430-4710-b6fc-a28b9121734a/b4272944-a9ac-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,15 Jun 2021,10 Jul 2021
Training and Module Development Officer ,Manajemen Kewirausahaan Sosial dan Platform Digital Manajemen Rantai Pasok Usaha Bagi UMKM,Bersertifikat,Krealogi ,Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/267f61ac-7e45-46c4-8bbb-a52a8cc4babc/bb2dc964-98d3-11eb-8dc9-d67539a46681,02 Aug 2021,24 Dec 2021,02 Jun 2021,05 Jul 2021
